home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Manchester City,Bournemouth,9/17/2016,W,4,0,Moss J. (Eng),54335,Etihad Stadium (Manchester),0.64,0.36,20,6,12,2,3,3,5,1,13,10,5,5,1,2,2,8,8,11,1,1,4 - 2 - 3 - 1,4 - 5 - 1,"[u'Bravo C. ', u'Clichy G.', u'de Bruyne K.', u'Fernandinho ', u'Gundogan I.', u'Iheanacho K.', u'Kolarov A.', u'Nolito D.', u'Otamendi N.', u'Sagna B.', u'Sterling R.']","[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Ibe J.', u'King J.', u'Smith A.', u'Stanislas J.', u'Surman A.', u'Wilshere J.']","[u'Caballero W. ', u'Garcia A.', u'Kompany V.', u'Navas J.', u'Sane L.', u'Stones J.', u'Zabaleta P.']","[u'Afobe B.', u'Ake N.', u'Federici A. ', u'Gosling D.', u'Gradel M.', u'Smith B.', u'Wilson C.']","[(u'Garcia A.', u'de Bruyne K.'), (u'Gosling D.', u'Wilshere J.'), (u'Sane L.', u'Gundogan I.'), (u'Gradel M.', u'Stanislas J.'), (u'Stones J.', u'Otamendi N.'), (u'Wilson C.', u'Ibe J.')]",Guardiola P.,Howe E.
Bournemouth,Sunderland,11/5/2016,L,1,2,Dean M. (Eng),11084,Dean Court (Bournemouth),0.7,0.3,22,9,7,4,10,0,5,5,19,14,12,2,1,2,2,6,14,17,3,4,4 - 2 - 3 - 1,4 - 5 - 1,"[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Gosling D.', u'Ibe J.', u'King J.', u'Smith A.', u'Stanislas J.', u'Wilshere J.']","[u'Anichebe V.', u'Defoe J. ', u'Djilobodji P.', u'Jones B.', u'Kone L.', u'McNair P.', u'Ndong D.', u'Pickford J. ', u'Pienaar S.', u'van Aanholt P.', u'Watmore D.']","[u'Afobe B.', u'Ake N.', u'Federici A. ', u'Fraser R.', u'Mings T.', u'Mousset L.', u'Pugh M.']","[u'Denayer J.', u'Gooch L.', u'Januzaj A.', u'Khazri W.', u'Love D.', u'Manquillo J.', u'Mika ']","[(u'Afobe B.', u'Ibe J.'), (u'Denayer J.', u'McNair P.'), (u'Gooch L.', u'Defoe J.'), (u'Fraser R.', u'Stanislas J.'), (u'Love D.', u'Watmore D.'), (u'Mousset L.', u'Arter H.')]",Howe E.,Moyes D.
Manchester United,Leicester,9/24/2016,W,4,1,Dean M. (Eng),75256,Old Trafford (Manchester),0.67,0.33,16,10,7,3,8,1,1,6,13,12,8,6,4,1,2,3,9,12,0,2,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Bailly E.', u'Blind D.', u'de Gea D. ', u'Herrera A.', u'Ibrahimovic Z.', u'Lingard J.', u'Mata', u'Pogba P.', u'Rashford M.', u'Smalling C. ', u'Valencia A.']","[u'Albrighton M.', u'Amartey D.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Mahrez R.', u'Morgan W. ', u'Simpson D.', u'Slimani I.', u'Vardy J.', u'Zieler R. ']","[u'Carrick M.', u'Fellaini M.', u'Fosu-Mensah T.', u'Rojo M.', u'Romero S. ', u'Rooney W.', u'Young A.']","[u'Gray D.', u'Hamer B. ', u'Hernandez L.', u'King A.', u'Okazaki S.', u'Schlupp J.', u'Ulloa L.']","[(u'Carrick M.', u'Lingard J.'), (u'Gray D.', u'Vardy J.'), (u'King A.', u'Mahrez R.'), (u'Rooney W.', u'Rashford M.'), (u'Schlupp J.', u'Albrighton M.'), (u'Young A.', u'Mata J.')]",Mourinho J.,Ranieri C.
Bournemouth,Tottenham,10/22/2016,D,0,0,Pawson C. (Eng),11201,Dean Court (Bournemouth),0.38,0.62,8,16,1,4,3,6,4,6,18,12,7,4,1,3,4,1,10,15,2,4,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Gosling D.', u'Ibe J.', u'King J.', u'Smith A.', u'Wilshere J.', u'Wilson C.']","[u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Son Heung-Min', u'Vertonghen J.', u'Walker K.', u'Wanyama V.']","[u'Afobe B.', u'Ake N.', u'Federici A. ', u'Fraser R.', u'Gradel M.', u'Mings T.', u'Mousset L.']","[u'Davies B.', u'Janssen V.', u'Sissoko M.', u'Trippier K.', u'Vorm M. ', u'Wimmer K.', u'Winks H.']","[(u'Afobe B.', u'Wilson C.'), (u'Janssen V.', u'Son Heung-Min'), (u'Sissoko M.', u'Alli D.'), (u'Fraser R.', u'King J.'), (u'Gradel M.', u'Ibe J.')]",Howe E.,Pochettino M.
Watford,Bournemouth,10/1/2016,D,2,2,Dean M. (Eng),20575,Vicarage Road (Watford),0.48,0.52,17,11,7,2,5,6,5,3,14,17,4,5,0,2,0,5,17,12,3,4,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Amrabat N.', u'Behrami V.', u'Capoue E.', u'Deeney T. ', u'Gomes H. ', u'Holebas J.', u'Ighalo O.', u'Kaboul Y.', u'Pereyra R.', u'Prodl S.', u'Zuniga J.']","[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Ibe J.', u'Smith A.', u'Stanislas J.', u'Surman A.', u'Wilshere J.', u'Wilson C.']","[u'Doucoure A.', u'Guedioura A.', u'Kabasele C.', u'Kenedy', u'Pantilimon C. ', u'Success I.', u'Watson B.']","[u'Afobe B.', u'Ake N.', u'Federici A. ', u'Gosling D.', u'Gradel M.', u'King J.', u'Smith B.']","[(u'Afobe B.', u'Wilson C.'), (u'Guedioura A.', u'Capoue E.'), (u'Gosling D.', u'Wilshere J.'), (u'Success I.', u'Ighalo O.'), (u'King J.', u'Ibe J.')]",Mazzarri W.,Howe E.
Bournemouth,West Brom,9/10/2016,W,1,0,Friend K. (Eng),11184,Dean Court (Bournemouth),0.63,0.37,12,12,5,2,5,6,2,4,12,10,10,5,1,1,2,4,9,11,1,3,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Ibe J.', u'King J.', u'Smith A.', u'Stanislas J.', u'Surman A.', u'Wilson C.']","[u'Berahino S.', u'Chadli N.', u'Dawson C.', u'Evans J.', u'Field S.', u'Fletcher D. ', u'Foster B. ', u'Galloway B.', u'McAuley G.', u'Phillips M.', u'Yacob C.']","[u'Afobe B.', u'Federici A. ', u'Gosling D.', u'Gradel M.', u'Smith B.', u'Wilshere J.', u'Wilson M.']","[u'Gardner C.', u'Leko J.', u'McClean J.', u'Myhill B. ', u'Nyom A.', u'Olsson J.', u'Rondon S.']","[(u'Gardner C.', u'Fletcher D.'), (u'Leko J.', u'Yacob C.'), (u'Gosling D.', u'Stanislas J.'), (u'Gradel M.', u'King J.'), (u'Wilshere J.', u'Ibe J.'), (u'Rondon S.', u'Berahino S.')]",Howe E.,Pulis T.
Burnley,Liverpool,8/20/2016,W,2,0,Mason L. (Eng),21313,Turf Moor (Burnley),0.2,0.8,3,26,2,5,1,13,0,8,5,16,1,12,3,0,5,0,14,5,0,1,4 - 4 - 2,4 - 3 - 3,"[u'Arfield S.', u'Boyd G.', u'Defour S.', u'Gray A.', u'Heaton T. ', u'Keane M.', u'Lowton M.', u'Marney D.', u'Mee B.', u'Vokes S.', u'Ward S.']","[u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Klavan R.', u'Lallana A.', u'Lovren D.', u'Mignolet S. ', u'Milner J.', u'Sturridge D.', u'Wijnaldum G.']","[u'Darikwa T.', u'Gudmundsson J.', u'Jutkiewicz L.', u'Kightly M.', u""O'Neill A."", u'Robinson P. ', u'Tarkowski J.']","[u'Can E.', u'Grujic M.', u'Manninger A. ', u'Matip J.', u'Moreno A.', u'Origi D.', u'Stewart K.']","[(u'Gudmundsson J.', u'Defour S.'), (u'Grujic M.', u'Lallana A.'), (u'Jutkiewicz L.', u'Vokes S.'), (u""O'Neill A."", u'Gray A.'), (u'Moreno A.', u'Milner J.'), (u'Origi D.', u'Sturridge D.')]",Dyche S.,Klopp J.
Southampton,Liverpool,11/19/2016,D,0,0,Clattenburg M. (Eng),31848,St. Mary's Stadium (Southampton),0.35,0.65,3,15,0,2,2,8,1,5,13,10,1,8,2,2,2,0,8,11,1,1,4 - 3 - 3,4 - 3 - 3,"[u'Austin C.', u'Bertrand R.', u'Boufal S.', u'Cedric A.', u'Davis S.', u'Fonte J. ', u'Forster F. ', u'Hojbjerg P.', u'Redmond N.', u'Romeu O.', u'van Dijk V.']","[u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Karius L. ', u'Lovren D.', u'Mane S.', u'Matip J.', u'Milner J.', u'Wijnaldum G.']","[u'Clasie J.', u'Long S.', u'Martina C.', u'Reed H.', u'Rodriguez J.', u'Taylor S. ', u'Yoshida M.']","[u'Grujic M.', u'Klavan R.', u'Mignolet S. ', u'Moreno A.', u'Origi D.', u'Lucas Leiva', u'Sturridge D.']","[(u'Long S.', u'Boufal S.'), (u'Reed H.', u'Hojbjerg P.'), (u'Rodriguez J.', u'Austin C.'), (u'Origi D.', u'Mane S.'), (u'Sturridge D.', u'Can E.')]",Puel C.,Klopp J.
Burnley,Manchester City,11/26/2016,L,1,2,Marriner A. (Eng),21794,Turf Moor (Burnley),0.33,0.67,10,21,5,5,0,8,5,8,18,12,5,8,4,3,3,4,8,15,2,3,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Boyd G.', u'Defour S.', u'Gudmundsson J.', u'Hendrick J.', u'Keane M.', u'Lowton M.', u'Marney D.', u'Mee B. ', u'Robinson P. ', u'Vokes S.', u'Ward S.']","[u'Aguero S.', u'Bravo C. ', u'Clichy G.', u'Fernandinho ', u'Fernando', u'Kolarov A.', u'Nolito D.', u'Otamendi N.', u'Sagna B.', u'Sterling R.', u'Toure Y.']","[u'Arfield S.', u'Barnes A.', u'Flanagan J.', u'Gray A.', u'Kightly M.', u'Pope N. ', u'Tarkowski J.']","[u'Caballero W. ', u'de Bruyne K.', u'Iheanacho K.', u'Navas J.', u'Sane L.', u'Silva D.', u'Zabaleta P.']","[(u'Arfield S.', u'Marney D.'), (u'Barnes A.', u'Defour S.'), (u'de Bruyne K.', u'Nolito D.'), (u'Navas J.', u'Aguero S.'), (u'Sane L.', u'Sterling R.'), (u'Tarkowski J.', u'Gudmundsson J.')]",Dyche S.,Guardiola P.
Stoke City,Manchester City,8/20/2016,L,1,4,Dean M. (Eng),27455,Bet365 Stadium (Stoke on Trent),0.43,0.57,8,12,3,6,3,2,2,4,13,14,7,7,3,1,2,2,12,13,3,4,4 - 3 - 3,4 - 3 - 3,"[u'Allen J.', u'Arnautovic M.', u'Bardsley P.', u'Diouf M.', u'Given S. ', u'Imbula G.', u'Krkic B.', u'Pieters E.', u'Shawcross R. ', u'Whelan G.', u'Wollscheid P.']","[u'Aguero S.', u'Caballero W. ', u'de Bruyne K.', u'Fernandinho', u'Kolarov A.', u'Navas J.', u'Otamendi N.', u'Silva D.', u'Sterling R.', u'Stones J.', u'Zabaleta P. ']","[u'Adam C.', u'Cameron G.', u'Crouch P.', u'Haugaard J. ', u'Muniesa M.', u'Sobhi R.', u'Walters J.']","[u'Clichy G.', u'Delph F.', u'Hart J. ', u'Iheanacho K.', u'Maffeo P.', u'Nolito D.', u'Fernando']","[(u'Delph F.', u'de Bruyne K.'), (u'Iheanacho K.', u'Aguero S.'), (u'Sobhi R.', u'Arnautovic M.'), (u'Nolito D.', u'Navas J.'), (u'Walters J.', u'Imbula G.')]",Hughes M,Guardiola P.
Middlesbrough,Chelsea,11/20/2016,L,0,1,Moss J. (Eng),32704,Riverside Stadium (Middlesbrough),0.42,0.58,12,13,1,3,7,6,4,4,11,13,2,3,0,1,2,1,13,10,2,3,4 - 5 - 1,3 - 4 - 3,"[u'Barragan A.', u'Chambers C.', u'Clayton A.', u'De Roon M.', u'Fabio', u'Forshaw A.', u'Gibson B. ', u'Negredo A.', u'Ramirez G.', u'Traore A.', u'Valdes V. ']","[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Pedro']","[u'Downing S.', u'Espinosa B.', u'Fischer V.', u'Guzan B. ', u'Leadbitter G.', u'Nsue E.', u'Rhodes J.']","[u'Batshuayi M.', u'Begovic A. ', u'Chalobah N.', u'Fabregas C.', u'Ivanovic B.', u'Oscar', u'Terry J.']","[(u'Downing S.', u'Fabio'), (u'Fischer V.', u'Clayton A.'), (u'Chalobah N.', u'Pedro'), (u'Leadbitter G.', u'Forshaw A.'), (u'Ivanovic B.', u'Moses V.'), (u'Oscar', u'Hazard E.')]",Karanka A.,Conte A.
Leicester,Swansea,8/27/2016,W,2,1,East R. (Eng),31727,King Power Stadium (Leicester),0.52,0.48,13,9,6,3,5,5,2,1,10,17,4,6,3,1,2,4,14,10,2,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Albrighton M.', u'Amartey D.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.']","[u'Amat J.', u'Barrow M.', u'Cork J. ', u'Fabianski L. ', u'Fer L.', u'Fernandez F.', u'Kingsley S.', u'Llorente F.', u'Naughton K.', u'Routledge W.', u'Sigurdsson G.']","[u'Chilwell B.', u'Gray D.', u'Hernandez L.', u'King A.', u'Musa A.', u'Ulloa L.', u'Zieler R. ']","[u'Fulton J.', u'Ki Sung-Yong', u'McBurnie O.', u'Montero J.', u'Nordfeldt K. ', u'Rangel A.', u'van der Hoorn M.']","[(u'Ki Sung-Yong', u'Routledge W.'), (u'McBurnie O.', u'Cork J.'), (u'Montero J.', u'Sigurdsson G.'), (u'Musa A.', u'Albrighton M.'), (u'Ulloa L.', u'Okazaki S.'), (u'Zieler R. ', u'Schmeichel K.')]",Ranieri C.,Guidolin F.
Manchester City,Everton,10/15/2016,D,1,1,Oliver M. (Eng),54512,Etihad Stadium (Manchester),0.73,0.27,19,3,8,2,5,1,6,0,13,7,13,1,0,6,1,7,7,9,0,2,3 - 4 - 3,4 - 3 - 3,"[u'Bravo C. ', u'Clichy G.', u'de Bruyne K.', u'Fernandinho', u'Gundogan I.', u'Iheanacho K.', u'Otamendi N.', u'Sane L.', u'Silva D. ', u'Sterling R.', u'Stones J.']","[u'Barry G.', u'Bolasie Y.', u'Cleverley T.', u'Coleman S.', u'Deulofeu G.', u'Gueye I.', u'Jagielka P. ', u'Lukaku R.', u'Oviedo B.', u'Stekelenburg M. ', u'Williams A.']","[u'Aguero S.', u'Caballero W. ', u'Kolarov A.', u'Kompany V.', u'Nolito D.', u'Fernando', u'Zabaleta P.']","[u'Barkley R.', u'Holgate M.', u'McCarthy J.', u'Mirallas K.', u'Mori R.', u'Robles J. ', u'Valencia E.']","[(u'Aguero S.', u'Iheanacho K.'), (u'McCarthy J.', u'Deulofeu G.'), (u'Kompany V.', u'Gundogan I.'), (u'Mirallas K.', u'Bolasie Y.'), (u'Nolito D.', u'Sane L.'), (u'Mori R.', u'Cleverley T.')]",Guardiola P.,Koeman R.
Middlesbrough,Stoke City,8/13/2016,D,1,1,Friend K. (Eng),32110,Riverside Stadium (Middlesbrough),0.46,0.54,12,12,2,1,6,9,4,2,16,19,9,6,1,2,0,1,16,14,3,5,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Adomah A.', u'Barragan A.', u'Clayton A.', u'De Roon M.', u'Downing S.', u'Friend G. ', u'Gibson B.', u'Negredo A.', u'Nsue E.', u'Ramirez G.', u'Valdes V. ']","[u'Arnautovic M.', u'Bardsley P.', u'Diouf M.', u'Given S. ', u'Imbula G.', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'Shawcross R. ', u'Whelan G.', u'Wollscheid P.']","[u'Baptiste A.', u'Fischer V.', u'Forshaw A.', u'Konstantopoulos D. ', u'Nugent D.', u'Rhodes J.', u'Stuani C.']","[u'Adam C.', u'Allen J.', u'Cameron G.', u'Crouch P.', u'Haugaard J. ', u'Muniesa M.', u'Walters J.']","[(u'Allen J.', u'Krkic B.'), (u'Forshaw A.', u'De Roon M.'), (u'Nugent D.', u'Ramirez G.'), (u'Walters J.', u'Diouf M.')]",Karanka A.,Hughes M
Sunderland,Middlesbrough,8/21/2016,L,1,2,Atkinson M. (Eng),43515,Stadium of Light (Sunderland),0.47,0.53,18,8,5,3,6,2,7,3,14,13,8,1,2,0,1,4,11,14,1,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Defoe J.', u'Djilobodji P.', u'Gooch L.', u'Januzaj A.', u'Love D.', u'Mannone V. ', u'McNair P.', u""O'Shea J. "", u'Rodwell J.', u'van Aanholt P.', u'Watmore D.']","[u'Barragan A.', u'Clayton A.', u'Downing S.', u'Forshaw A.', u'Friend G. ', u'Gibson B.', u'Guzan B. ', u'Negredo A.', u'Nsue E.', u'Ramirez G.', u'Stuani C.']","[u'Asoro J.', u'Khazri W.', u'Lens J.', u'Pickford J. ', u'Pienaar S.', u'Robson J.', u'Robson T.']","[u'Adomah A.', u'Ayala D.', u'Baptiste A.', u'De Sart J.', u'Fischer V.', u'Konstantopoulos D. ', u'Nugent D.']","[(u'Asoro J.', u'Watmore D.'), (u'Adomah A.', u'Ramirez G.'), (u'Ayala D.', u'Nsue E.'), (u'Lens J.', u'McNair P.'), (u'Pienaar S.', u""O'Shea J.""), (u'Nugent D.', u'Negredo A.')]",Moyes D.,Karanka A.
Liverpool,Sunderland,11/26/2016,W,2,0,Taylor A. (Eng),53114,Anfield Road (Liverpool),0.78,0.22,27,6,7,1,13,1,7,4,9,5,9,4,0,1,1,5,5,9,1,3,4 - 3 - 3,4 - 3 - 3,"[u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Karius L. ', u'Lovren D.', u'Mane S.', u'Matip J.', u'Milner J.', u'Wijnaldum G.']","[u'Anichebe V.', u'Defoe J.', u'Denayer J.', u'Jones B.', u'Kone L.', u'Ndong D.', u""O'Shea J. "", u'Pickford J. ', u'Pienaar S.', u'van Aanholt P.', u'Watmore D.']","[u'Ejaria O.', u'Klavan R.', u'Mignolet S. ', u'Moreno A.', u'Origi D.', u'Lucas Leiva', u'Woodburn B.']","[u'Gooch L.', u'Januzaj A.', u'Khazri W.', u'Larsson S.', u'Love D.', u'Mannone V. ', u'Manquillo J.']","[(u'Gooch L.', u'Pienaar S.'), (u'Januzaj A.', u'Watmore D.'), (u'Origi D.', u'Coutinho'), (u'Lucas Leiva', u'Firmino R.'), (u'Woodburn B.', u'Wijnaldum G.')]",Klopp J.,Moyes D.
Crystal Palace,Liverpool,10/29/2016,L,2,4,Marriner A. (Eng),25628,Selhurst Park (London),0.44,0.56,7,17,6,10,1,5,0,2,6,19,3,3,4,1,6,4,15,5,1,2,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Benteke C.', u'Cabaye Y.', u'Dann S. ', u'Kelly M.', u'Ledley J.', u'Lee Chung-Yong', u'Mandanda S. ', u'McArthur J.', u'Tomkins J.', u'Ward J.', u'Zaha W.']","[u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Karius L. ', u'Lallana A.', u'Lovren D.', u'Mane S.', u'Matip J.', u'Moreno A.']","[u'Campbell F.', u'Delaney D.', u'Flamini M.', u'Fryers Z.', u'Hennessey W. ', u'Puncheon J.', u'Townsend A.']","[u'Klavan R.', u'Mignolet S. ', u'Origi D.', u'Lucas Leiva', u'Randall C.', u'Sturridge D.', u'Wijnaldum G.']","[(u'Campbell F.', u'McArthur J.'), (u'Klavan R.', u'Mane S.'), (u'Origi D.', u'Coutinho'), (u'Puncheon J.', u'Ledley J.'), (u'Townsend A.', u'Lee Chung-Yong'), (u'Wijnaldum G.', u'Lallana A.')]",Pardew A.,Klopp J.
West Brom,Tottenham,10/15/2016,D,1,1,Friend K. (Eng),24263,The Hawthorns (West Bromwich),0.29,0.71,8,20,4,8,3,3,1,9,12,15,5,8,1,3,7,3,14,10,2,2,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Chadli N.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Foster B. ', u'McAuley G.', u'McClean J.', u'Nyom A.', u'Phillips M.', u'Rondon S.', u'Yacob C.']","[u'Alderweireld T.', u'Alli D.', u'Davies B.', u'Eriksen C.', u'Janssen V.', u'Lamela E.', u'Lloris H. ', u'Sissoko M.', u'Vertonghen J.', u'Walker K.', u'Wanyama V.']","[u'Brunt C.', u'Gardner C.', u'Leko J.', u'Morrison J.', u'Myhill B. ', u'Olsson J.', u'Robson-Kanu H.']","[u'Dembele M.', u'Dier E.', u""N'Koudou G."", u'Onomah J.', u'Son Heung-Min', u'Trippier K.', u'Vorm M. ']","[(u'Brunt C.', u'Phillips M.'), (u'Dembele M.', u'Sissoko M.'), (u'Gardner C.', u'Chadli N.'), (u'Dier E.', u'Alderweireld T.'), (u'Son Heung-Min', u'Lamela E.')]",Pulis T.,Pochettino M.
Manchester United,Stoke City,10/2/2016,D,1,1,Madley R. (Eng),75251,Old Trafford (Manchester),0.67,0.33,24,7,9,6,7,1,8,0,10,14,13,2,1,1,5,8,14,9,3,0,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Bailly E.', u'Blind D.', u'de Gea D. ', u'Herrera A.', u'Ibrahimovic Z.', u'Lingard J.', u'Mata', u'Pogba P.', u'Rashford M.', u'Smalling C. ', u'Valencia A.']","[u'Allen J.', u'Arnautovic M.', u'Bony W.', u'Cameron G.', u'Grant L. ', u'Johnson G.', u'Martins Indi B.', u'Pieters E.', u'Shaqiri X.', u'Shawcross R. ', u'Whelan G.']","[u'Carrick M.', u'Darmian M.', u'Depay M.', u'Fellaini M.', u'Martial A.', u'Romero S. ', u'Rooney W.']","[u'Adam C.', u'Bardsley P.', u'Crouch P.', u'Diouf M.', u'Given S. ', u'Krkic B.', u'Walters J.']","[(u'Bardsley P.', u'Shaqiri X.'), (u'Depay M.', u'Herrera A.'), (u'Crouch P.', u'Bony W.'), (u'Martial A.', u'Lingard J.'), (u'Rooney W.', u'Mata J.'), (u'Walters J.', u'Arnautovic M.')]",Mourinho J.,Hughes M
Leicester,Burnley,9/17/2016,W,3,0,Taylor A. (Eng),31916,King Power Stadium (Leicester),0.59,0.41,14,7,6,2,3,4,5,1,14,11,7,1,2,4,2,3,10,9,0,1,4 - 4 - 2,4 - 5 - 1,"[u'Albrighton M.', u'Amartey D.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Mahrez R.', u'Morgan W. ', u'Simpson D.', u'Slimani I.', u'Vardy J.', u'Zieler R. ']","[u'Arfield S.', u'Boyd G.', u'Defour S.', u'Gray A.', u'Heaton T. ', u'Hendrick J.', u'Keane M.', u'Lowton M.', u'Marney D.', u'Mee B.', u'Ward S.']","[u'Gray D.', u'Hamer B. ', u'Hernandez L.', u'King A.', u'Musa A.', u'Okazaki S.', u'Ulloa L.']","[u'Bamford P.', u'Flanagan J.', u'Gudmundsson J.', u'Kightly M.', u'Robinson P. ', u'Tarkowski J.', u'Vokes S.']","[(u'Gray D.', u'Mahrez R.'), (u'Bamford P.', u'Gray A.'), (u'Gudmundsson J.', u'Arfield S.'), (u'King A.', u'Drinkwater D.'), (u'Vokes S.', u'Defour S.')]",Ranieri C.,Dyche S.
West Brom,Watford,12/3/2016,W,3,1,Scott G. (Eng),22244,The Hawthorns (West Bromwich),0.41,0.59,11,17,3,5,8,5,0,7,10,12,3,4,1,2,4,0,11,8,2,1,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Brunt C.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Foster B. ', u'McAuley G.', u'Morrison J.', u'Nyom A.', u'Phillips M.', u'Rondon S.', u'Yacob C.']","[u'Amrabat N.', u'Capoue E.', u'Deeney T. ', u'Gomes H. ', u'Guedioura A.', u'Holebas J.', u'Kabasele C.', u'Okaka S.', u'Pereyra R.', u'Prodl S.', u'Zuniga J.']","[u'Chadli N.', u'Galloway B.', u'Gardner C.', u'McClean J.', u'Olsson J.', u'Palmer A. ', u'Robson-Kanu H.']","[u'Doucoure A.', u'Eleftheriou A.', u'Ighalo O.', u'Pantilimon C. ', u'Sinclair J.', u'Success I.', u'Watson B.']","[(u'Chadli N.', u'Morrison J.'), (u'Ighalo O.', u'Zuniga J.'), (u'McClean J.', u'Brunt C.'), (u'Sinclair J.', u'Okaka S.'), (u'Robson-Kanu H.', u'Rondon S.')]",Pulis T.,Mazzarri W.
West Brom,Manchester City,10/29/2016,L,0,4,Mason L. (Eng),22470,The Hawthorns (West Bromwich),0.3,0.7,9,21,1,8,7,4,1,9,13,20,1,7,3,3,4,1,17,10,4,3,4 - 1 - 4 - 1,4 - 2 - 3 - 1,"[u'Brunt C.', u'Chadli N.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Foster B. ', u'McAuley G.', u'McClean J.', u'Nyom A.', u'Olsson J.', u'Rondon S.']","[u'Aguero S.', u'Bravo C. ', u'Fernandinho', u'Fernando', u'Gundogan I.', u'Kolarov A.', u'Nolito D.', u'Otamendi N.', u'Silva D. ', u'Sterling R.', u'Stones J.']","[u'Galloway B.', u'Gardner C.', u'Leko J.', u'Morrison J.', u'Myhill B. ', u'Phillips M.', u'Robson-Kanu H.']","[u'Caballero W. ', u'Clichy G.', u'de Bruyne K.', u'Garcia A.', u'Iheanacho K.', u'Kompany V.', u'Navas J.']","[(u'Leko J.', u'Olsson J.'), (u'de Bruyne K.', u'Nolito D.'), (u'Morrison J.', u'Fletcher D.'), (u'Garcia A.', u'Silva D.'), (u'Robson-Kanu H.', u'Chadli N.'), (u'Navas J.', u'Sterling R.')]",Pulis T.,Guardiola P.
Hull City,Manchester United,8/27/2016,L,0,1,Moss J. (Eng),24560,KC Stadium (Hull),0.38,0.62,8,29,2,9,4,12,2,8,7,7,1,6,0,1,8,2,9,6,2,3,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Al Muhammadi A.', u'Clucas S.', u'Davies C. ', u'Diomande A.', u'Hernandez A.', u'Huddlestone T.', u'Jakupovic E. ', u'Livermore J.', u'Meyler D.', u'Robertson A.', u'Snodgrass R.']","[u'Bailly E.', u'Blind D.', u'de Gea D. ', u'Fellaini M.', u'Ibrahimovic Z.', u'Martial A.', u'Mata', u'Pogba P.', u'Rooney W. ', u'Shaw L.', u'Valencia A.']","[u'Bowen J.', u'Clackstone J.', u'Hinchliffe B.', u'Kuciak D. ', u'Maguire H.', u'Maloney S.', u'Olley G.']","[u'Herrera A.', u'Mkhitaryan H.', u'Rashford M.', u'Romero S. ', u'Schneiderlin M.', u'Smalling C.', u'Young A.']","[(u'Mkhitaryan H.', u'Martial A.'), (u'Rashford M.', u'Mata J.'), (u'Maguire H.', u'Hernandez A.'), (u'Maloney S.', u'Snodgrass R.'), (u'Smalling C.', u'Rooney W.')]",Phelan M.,Mourinho J.
