home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Crystal Palace,Stoke City,9/18/2016,W,4,1,Pawson C. (Eng),23781,Selhurst Park (London),0.57,0.43,14,11,8,4,2,6,4,1,12,13,10,5,2,3,3,4,15,9,2,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Benteke C.', u'Dann S. ', u'Kelly M.', u'Ledley J.', u'Mandanda S. ', u'McArthur J.', u'Puncheon J.', u'Tomkins J.', u'Townsend A.', u'Ward J.', u'Zaha W.']","[u'Allen J.', u'Arnautovic M.', u'Bony W.', u'Cameron G.', u'Given S. ', u'Johnson G.', u'Krkic B.', u'Martins Indi B.', u'Shawcross R. ', u'Walters J.', u'Whelan G.']","[u'Delaney D.', u'Flamini M.', u'Fryers Z.', u'Hennessey W. ', u'Lee Chung-Yong', u'Sako B.', u'Wickham C.']","[u'Adam C.', u'Bardsley P.', u'Crouch P.', u'Diouf M.', u'Grant L. ', u'Imbula G.', u'Pieters E.']","[(u'Delaney D.', u'Tomkins J.'), (u'Flamini M.', u'Ledley J.'), (u'Diouf M.', u'Krkic B.'), (u'Lee Chung-Yong', u'Townsend A.')]",Pardew A.,Hughes M
Southampton,Watford,8/13/2016,D,1,1,East R. (Eng),31488,St. Mary's Stadium (Southampton),0.65,0.35,24,5,6,1,10,4,8,0,12,9,6,2,1,0,0,5,8,12,1,2,4 - 1 - 2 - 1 - 2,3 - 5 - 2,"[u'Cedric A.', u'Davis S. ', u'Forster F. ', u'Long S.', u'Redmond N.', u'Romeu O.', u'Tadic D.', u'Targett M.', u'van Dijk V.', u'Ward-Prowse J.', u'Yoshida M.']","[u'Amrabat N.', u'Behrami V.', u'Britos M.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Guedioura A.', u'Holebas J.', u'Ighalo O.', u'Prodl S.']","[u'Austin C.', u'Clasie J.', u'Fonte J.', u'Hojbjerg P.', u'McCarthy A. ', u'Pied J.', u'Rodriguez J.']","[u'Anya I.', u'Nyom A.', u'Pantilimon C. ', u'Sinclair J.', u'Vydra M.', u'Watson B.', u'Zuniga J.']","[(u'Austin C.', u'Long S.'), (u'Anya I.', u'Ighalo O.'), (u'Hojbjerg P.', u'Ward-Prowse J.'), (u'Pied J.', u'Cedric A.'), (u'Watson B.', u'Behrami V.'), (u'Zuniga J.', u'Guedioura A.')]",Puel C.,Mazzarri W.
Watford,Leicester,11/19/2016,W,2,1,Swarbrick N. (Eng),20640,Vicarage Road (Watford),0.45,0.55,10,11,3,2,7,4,0,5,18,12,4,6,1,0,1,1,12,18,2,3,3 - 4 - 3,4 - 4 - 2,"[u'Amrabat N.', u'Behrami V.', u'Britos M.', u'Capoue E.', u'Deeney T. ', u'Gomes H. ', u'Janmaat D.', u'Kaboul Y.', u'Pereyra R.', u'Prodl S.', u'Zuniga J.']","[u'Albrighton M.', u'Amartey D.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Simpson D.', u'Vardy J.', u'Zieler R. ']","[u'Guedioura A.', u'Ighalo O.', u'Mariappa A.', u'Okaka S.', u'Pantilimon C. ', u'Sinclair J.', u'Watson B.']","[u'Gray D.', u'Hamer B. ', u'Hernandez L.', u'King A.', u'Musa A.', u'Schlupp J.', u'Wasilewski M.']","[(u'Guedioura A.', u'Amrabat N.'), (u'Gray D.', u'Okazaki S.'), (u'Okaka S.', u'Deeney T.'), (u'Musa A.', u'Albrighton M.'), (u'Schlupp J.', u'Fuchs Ch.')]",Mazzarri W.,Ranieri C.
Sunderland,Arsenal,10/29/2016,L,1,4,Atkinson M. (Eng),44322,Stadium of Light (Sunderland),0.34,0.66,3,21,1,7,1,12,1,2,13,15,0,8,6,1,3,0,9,13,4,3,4 - 5 - 1,4 - 2 - 3 - 1,"[u'Defoe J.', u'Jones B.', u'Khazri W.', u'Kone L.', u'Ndong D.', u""O'Shea J. "", u'Pickford J. ', u'Pienaar S.', u'Rodwell J.', u'van Aanholt P.', u'Watmore D.']","[u'Bellerin H.', u'Cech P. ', u'Coquelin F.', u'Elneny M.', u'Gibbs K.', u'Iwobi A.', u'Koscielny L. ', u'Mustafi S.', u'Oxlade-Chamberlain A.', u'Ozil M.', u'Sanchez A.']","[u'Anichebe V.', u'Djilobodji P.', u'Gooch L.', u'Januzaj A.', u'Love D.', u'Manquillo J.', u'Mika ']","[u'Giroud O.', u'Holding R.', u'Jenkinson C.', u'Maitland-Niles A.', u'Ospina D. ', u'Gabriel', u'Ramsey A.']","[(u'Giroud O.', u'Iwobi A.'), (u'Djilobodji P.', u""O'Shea J.""), (u'Gooch L.', u'Watmore D.'), (u'Januzaj A.', u'Pienaar S.'), (u'Maitland-Niles A.', u'Coquelin F.'), (u'Ramsey A.', u'Oxlade-Chamberlain A.')]",Moyes D.,Wenger A.
Middlesbrough,Watford,10/16/2016,L,0,1,East R. (Eng),28131,Riverside Stadium (Middlesbrough),0.64,0.36,10,4,3,2,7,1,0,1,11,15,4,6,0,1,1,3,15,10,4,1,4 - 2 - 3 - 1,5 - 4 - 1,"[u'Barragan A.', u'Chambers C.', u'De Roon M.', u'Downing S.', u'Forshaw A.', u'Friend G. ', u'Gibson B.', u'Negredo A.', u'Ramirez G.', u'Stuani C.', u'Valdes V. ']","[u'Amrabat N.', u'Behrami V.', u'Britos M.', u'Capoue E.', u'Deeney T. ', u'Gomes H. ', u'Holebas J.', u'Kaboul Y.', u'Pereyra R.', u'Prodl S.', u'Success I.']","[u'Ayala D.', u'Clayton A.', u'Espinosa B.', u'Fischer V.', u'Guzan B. ', u'Rhodes J.', u'Traore A.']","[u'Guedioura A.', u'Ighalo O.', u'Kabasele C.', u'Mariappa A.', u'Pantilimon C. ', u'Watson B.', u'Zuniga J.']","[(u'Ayala D.', u'Barragan A.'), (u'Kabasele C.', u'Britos M.'), (u'Rhodes J.', u'De Roon M.'), (u'Watson B.', u'Success I.'), (u'Traore A.', u'Stuani C.'), (u'Zuniga J.', u'Amrabat N.')]",Karanka A.,Mazzarri W.
Burnley,Crystal Palace,11/5/2016,W,3,2,Taylor A. (Eng),19196,Turf Moor (Burnley),0.38,0.62,14,16,7,5,6,7,1,4,15,13,4,7,3,3,3,4,11,12,1,2,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Arfield S.', u'Defour S.', u'Flanagan J.', u'Gudmundsson J.', u'Heaton T. ', u'Hendrick J.', u'Keane M.', u'Lowton M.', u'Marney D.', u'Mee B.', u'Vokes S.']","[u'Benteke C.', u'Cabaye Y.', u'Dann S. ', u'Delaney D.', u'Kelly M.', u'Mandanda S. ', u'McArthur J.', u'Puncheon J.', u'Townsend A.', u'Ward J.', u'Zaha W.']","[u'Bamford P.', u'Barnes A.', u'Boyd G.', u'Gray A.', u'Kightly M.', u'Robinson P. ', u'Tarkowski J.']","[u'Flamini M.', u'Fryers Z.', u'Hennessey W. ', u'Ledley J.', u'Lee Chung-Yong', u'Tomkins J.', u'Wickham C.']","[(u'Barnes A.', u'Hendrick J.'), (u'Fryers Z.', u'Kelly M.'), (u'Boyd G.', u'Arfield S.'), (u'Ledley J.', u'McArthur J.'), (u'Tarkowski J.', u'Defour S.'), (u'Wickham C.', u'Puncheon J.')]",Dyche S.,Pardew A.
Chelsea,Manchester United,10/23/2016,W,4,0,Atkinson M. (Eng),41424,Stamford Bridge (London),0.44,0.56,14,16,6,5,3,6,5,5,20,9,5,7,2,3,5,2,7,17,3,2,3 - 4 - 3,4 - 2 - 3 - 1,"[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Pedro']","[u'Bailly E.', u'Blind D.', u'de Gea D. ', u'Fellaini M.', u'Herrera A.', u'Ibrahimovic Z.', u'Lingard J.', u'Pogba P.', u'Rashford M.', u'Smalling C. ', u'Valencia A.']","[u'Aina O.', u'Batshuayi M.', u'Begovic A. ', u'Willian', u'Chalobah N.', u'Oscar', u'Terry J.']","[u'Carrick M.', u'Darmian M.', u'Martial A.', u'Mata', u'Rojo M.', u'Romero S. ', u'Young A.']","[(u'Batshuayi M.', u'Costa D.'), (u'Martial A.', u'Lingard J.'), (u'Willian', u'Hazard E.'), (u'Mata', u'Fellaini M.'), (u'Chalobah N.', u'Pedro'), (u'Rojo M.', u'Bailly E.')]",Conte A.,Mourinho J.
Tottenham,Crystal Palace,8/20/2016,W,1,0,Oliver M. (Eng),31447,White Hart Lane (London),0.57,0.43,20,10,5,2,9,6,6,2,9,21,10,4,2,0,2,4,19,9,3,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Dier E.', u'Eriksen C.', u'Janssen V.', u'Kane H. ', u'Lamela E.', u'Rose D.', u'Vertonghen J.', u'Vorm M. ', u'Walker K.', u'Wanyama V.']","[u'Dann S. ', u'Delaney D.', u'Hennessey W. ', u'Ledley J.', u'Lee Chung-Yong', u'Puncheon J.', u'Souare P.', u'Townsend A.', u'Ward J.', u'Wickham C.', u'Zaha W.']","[u'Alli D.', u'Carroll T.', u'Carter-Vickers C.', u'Davies B.', u'Mason R.', u'McGee L. ', u'Onomah J.']","[u'Anderson K.', u'Cabaye Y.', u'Kelly M.', u'Ladapo F.', u'Mutch J.', u'Speroni J. ', u'Tomkins J.']","[(u'Alli D.', u'Eriksen C.'), (u'Carroll T.', u'Lamela E.'), (u'Cabaye Y.', u'Ledley J.'), (u'Mutch J.', u'Lee Chung-Yong'), (u'Onomah J.', u'Kane H.'), (u'Tomkins J.', u'Delaney D.')]",Pochettino M.,Pardew A.
Chelsea,Everton,11/5/2016,W,5,0,Madley R. (Eng),41429,Stamford Bridge (London),0.6,0.4,21,1,9,0,5,1,7,0,17,7,4,2,2,1,0,4,5,16,0,3,3 - 4 - 3,5 - 3 - 2,"[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Pedro']","[u'Barkley R.', u'Barry G.', u'Bolasie Y.', u'Cleverley T.', u'Coleman S.', u'Jagielka P. ', u'Lukaku R.', u'Mori R.', u'Oviedo B.', u'Stekelenburg M. ', u'Williams A.']","[u'Aina O.', u'Batshuayi M.', u'Begovic A. ', u'Chalobah N.', u'Ivanovic B.', u'Oscar', u'Terry J.']","[u'Davies T.', u'Deulofeu G.', u'Holgate M.', u'Lennon A.', u'Mirallas K.', u'Robles J. ', u'Valencia E.']","[(u'Davies T.', u'Barry G.'), (u'Batshuayi M.', u'Hazard E.'), (u'Lennon A.', u'Bolasie Y.'), (u'Mirallas K.', u'Oviedo B.'), (u'Oscar', u'Pedro'), (u'Terry J.', u'Cahill G.')]",Conte A.,Koeman R.
Southampton,Chelsea,10/30/2016,L,0,2,Jones M. (Eng),31827,St. Mary's Stadium (Southampton),0.55,0.45,10,13,1,7,6,4,3,2,16,15,7,3,2,0,5,1,13,16,,,4 - 1 - 2 - 1 - 2,3 - 4 - 3,"[u'Austin C.', u'Bertrand R.', u'Clasie J.', u'Davis S.', u'Fonte J. ', u'Forster F. ', u'Martina C.', u'Redmond N.', u'Romeu O.', u'Tadic D.', u'van Dijk V.']","[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Pedro']","[u'Boufal S.', u'Hojbjerg P.', u'McQueen S.', u'Olomola O.', u'Taylor S. ', u'Ward-Prowse J.', u'Yoshida M.']","[u'Batshuayi M.', u'Begovic A. ', u'Willian', u'Chalobah N.', u'Ivanovic B.', u'Oscar', u'Terry J.']","[(u'Boufal S.', u'Clasie J.'), (u'Batshuayi M.', u'Costa D.'), (u'Hojbjerg P.', u'Tadic D.'), (u'McQueen S.', u'Bertrand R.'), (u'Willian', u'Pedro'), (u'Ivanovic B.', u'Moses V.')]",Puel C.,Conte A.
West Ham,Watford,9/10/2016,L,2,4,Atkinson M. (Eng),56974,Olympic Stadium (London),0.58,0.42,19,13,4,8,11,3,4,2,15,12,4,4,2,1,4,2,10,15,2,2,4 - 2 - 3 - 1,5 - 3 - 2,"[u'Adrian ', u'Antonio M.', u'Byram S.', u'Collins J.', u'Kouyate C.', u'Lanzini M.', u'Masuaku A.', u'Noble M. ', u'Payet D.', u'Reid W.', u'Zaza S.']","[u'Behrami V.', u'Britos M.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Holebas J.', u'Ighalo O.', u'Janmaat D.', u'Kaboul Y.', u'Pereyra R.']","[u'Calleri J.', u'Fletcher A.', u'Nordtveit H.', u'Obiang P.', u'Ogbonna A.', u'Randolph D. ', u'Tore G.']","[u'Guedioura A.', u'Okaka S.', u'Pantilimon C. ', u'Prodl S.', u'Success I.', u'Watson B.', u'Zuniga J.']","[(u'Calleri J.', u'Noble M.'), (u'Fletcher A.', u'Zaza S.'), (u'Okaka S.', u'Deeney T.'), (u'Prodl S.', u'Kaboul Y.'), (u'Success I.', u'Ighalo O.'), (u'Tore G.', u'Byram S.')]",Bilic S.,Mazzarri W.
Stoke City,Bournemouth,11/19/2016,L,0,1,East R. (Eng),27815,Bet365 Stadium (Stoke on Trent),0.51,0.49,14,8,6,2,5,5,3,1,11,16,3,4,2,3,1,6,17,10,3,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Adam C.', u'Allen J.', u'Arnautovic M.', u'Bardsley P.', u'Bony W.', u'Grant L. ', u'Krkic B.', u'Martins Indi B.', u'Pieters E.', u'Shaqiri X.', u'Shawcross R. ']","[u'Ake N.', u'Arter H.', u'Cook S.', u'Daniels C.', u'Federici A. ', u'Francis S. ', u'Gosling D.', u'King J.', u'Stanislas J.', u'Wilshere J.', u'Wilson C.']","[u'Crouch P.', u'Given S. ', u'Imbula G.', u'Johnson G.', u'Muniesa M.', u'Sobhi R.', u'Walters J.']","[u'Afobe B.', u'Allsop R. ', u'Fraser R.', u'Mings T.', u'Mousset L.', u'Pugh M.', u'Smith B.']","[(u'Crouch P.', u'Bony W.'), (u'Afobe B.', u'Wilson C.'), (u'Johnson G.', u'Bardsley P.'), (u'Pugh M.', u'King J.'), (u'Walters J.', u'Krkic B.')]",Hughes M,Howe E.
