home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Fulham,Newcastle Utd,3/15/2014,W,1,0,Webb H. (Eng),,Craven Cottage (London),0.39,0.61,12,12,3,3,6,5,,,7,16,9,7,6,1,3,2,11,6,1,0,4 - 4 - 1 - 1,4 - 4 - 1 - 1,"[u'Amorebieta F.', u'Hangeland B. ', u'Heitinga J.', u'Holtby L.', u'Kacaniklic A.', u'Kasami P.', u'Kvist W.', u'Richardson K.', u'Sidwell S.', u'Stockdale D. ', u'Woodrow C.']","[u'Anita V.', u'Cisse P.', u'Coloccini F. ', u'de Jong L.', u'Dummett P.', u'Gouffran Y.', u'Krul T. ', u'Sissoko M.', u'Tiote C.', u'Williamson M.', u'Yanga-Mbiwa M.']","[u'Burn D.', u'Dejagah A.', u'Riether S.', u'Riise J. A.', u'Roberts P.', u'Rodallega H.', u'Stekelenburg M. ']","[u'Alnwick J. ', u'Ameobi S.', u'Armstrong A.', u'Gosling D.', u'Haidara M.', u'Marveaux S.', u'Taylor S.']","[(u'Burn D.', u'Dejagah A.'), (u'Dejagah A.', u'Kasami P.)(Burn D.'), (u'Ameobi S.', u'Cisse P.'), (u'Riether S.', u'Holtby L.'), (u'Armstrong A.', u'de Jong L.'), (u'Marveaux S.', u'Anita V.')]",Magath F.,Pardew A.
Crystal Palace,Manchester United,2/22/2014,L,0,2,Oliver M. (Eng),,Selhurst Park (London),0.34,0.66,15,14,6,5,4,5,,,13,13,6,4,2,3,3,6,12,10,0,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Chamakh M.', u'Dann S.', u'Delaney D.', u'Ince T.', u'Jedinak M. ', u'Ledley J.', u'Murray G.', u'Parr J.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Carrick M.', u'de Gea D. ', u'Evra P.', u'Fellaini M.', u'Ferdinand R.', u'Januzaj A.', u'Mata', u'Rooney W.', u'Smalling C.', u'van Persie R.', u'Vidic N. ']","[u'Bannan B.', u'Bolasie Y.', u'Dikgacoi K.', u'Gabbidon D.', u'Gayle D.', u'Hennessey W. ', u'Jerome C.']","[u'Fletcher D.', u'Giggs R.', u'Chicharito', u'Kagawa S.', u'Lindegaard A. ', u'Valencia A.', u'Young A.']","[(u'Fletcher D.', u'Fellaini M.'), (u'Bolasie Y.', u'Chamakh M.'), (u'Giggs R.', u'Januzaj A.'), (u'Gayle D.', u'Ince T.'), (u'Valencia A.', u'van Persie R.'), (u'Jerome C.', u'Murray G.')]",Pulis T.,Moyes D.
Manchester City,Crystal Palace,12/28/2013,W,1,0,Marriner A. (Eng),,Etihad Stadium (Manchester),0.77,0.23,23,9,4,4,8,5,,,7,12,12,5,0,0,4,3,12,7,1,1,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Boyata D.', u'Clichy G.', u'Dzeko E.', u'Fernandinho', u'Garcia J.', u'Hart J. ', u'Kompany V. ', u'Milner J.', u'Nastasic M.', u'Navas J.', u'Silva D.']","[u'Bannan B.', u'Bolasie Y. ', u'Delaney D.', u'Gabbidon D.', u'Jedinak M.', u'Jerome C.', u'Mariappa A.', u'Parr J.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Kolarov A.', u'Lescott J.', u'Nasri S.', u'Negredo A.', u'Pantilimon C.', u'Rodwell J.', u'Toure Y.']","[u'Campana J.', u'Chamakh M.', u'Gayle D.', u'Moxey D.', u'Phillips K.', u'Price L.', u'Williams J.']","[(u'Kolarov A.', u'Milner J.'), (u'Chamakh M.', u'Jerome C.'), (u'Nasri S.', u'Fernandinho'), (u'Gayle D.', u'Bannan B.'), (u'Negredo A.', u'Boyata D.'), (u'Williams J.', u'Bolasie Y.')]",Pellegrini M.,Pulis T.
Stoke City,West Ham,3/15/2014,W,3,1,Pawson C. (Eng),,Bet365 Stadium (Stoke on Trent),0.55,0.45,17,8,9,2,3,2,,,13,13,6,4,1,3,1,6,13,13,1,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Arnautovic M.', u'Begovic A. ', u'Cameron G.', u'Crouch P.', u'Ireland S.', u""N'Zonzi S."", u'Odemwingie P.', u'Pieters E.', u'Shawcross R. ', u'Whelan G.', u'Wilson M.']","[u'Adrian ', u'Carroll A.', u'Demel G.', u'Diame M.', u'Downing S.', u'McCartney G.', u'Noble M.', u'Nocerino A.', u'Nolan K. ', u'Reid W.', u'Tomkins J.']","[u'Etherington M.', u'Guidetti J.', u'Muniesa M.', u'Palacios W.', u'Shotton R.', u'Sorensen T. ', u'Wilkinson A.']","[u'Armero P.', u'Cole C.', u'Cole J.', u'Collins J.', u'Jaaskelainen J. ', u'Jarvis M.', u'Taylor M.']","[(u'Armero P.', u'Carroll A.'), (u'Cole C.', u'Nocerino A.'), (u'Muniesa M.', u'Pieters E.'), (u'Cole J.', u'Downing S.')]",Hughes M,Allardyce S.
Fulham,Arsenal,8/24/2013,L,1,3,,,Craven Cottage (London),0.46,0.54,16,19,7,9,6,3,,,7,13,1,8,3,0,6,6,10,9,2,2,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Berbatov D.', u'Duff D.', u'Hangeland B.', u'Hughes A.', u'Kasami P.', u'Parker S.', u'Riether S.', u'Riise J. A.', u'Sidwell S.', u'Stockdale D. ', u'Taarabt A.']","[u'Cazorla S.', u'Gibbs K.', u'Giroud O.', u'Jenkinson C.', u'Mertesacker P.', u'Podolski L.', u'Ramsey A.', u'Rosicky T.', u'Sagna B.', u'Szczesny W. ', u'Walcott T.']","[u'Bent D.', u'Boateng D.', u'Briggs M.', u'Etheridge N.', u'Kacaniklic A.', u'Karagounis G.', u'Ruiz B.']","[u'Fabianski L.', u'Frimpong E.', u'Gnabry S.', u'Monreal N.', u'Sanogo Y.', u'Wilshere J.', u'Zelalem G.']","[(u'Bent D.', u'Duff D.'), (u'Monreal N.', u'Giroud O.'), (u'Kacaniklic A.', u'Taarabt A.'), (u'Sanogo Y.', u'Podolski L.'), (u'Karagounis G.', u'Sidwell S.'), (u'Wilshere J.', u'Rosicky T.')]",,
West Ham,Fulham,11/30/2013,W,3,0,Atkinson M. (Eng),,Boleyn Ground (London),0.49,0.51,23,10,12,0,9,5,,,9,12,6,3,3,1,0,9,11,8,3,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Collins J.', u'Demel G.', u'Diame M.', u'Downing S.', u'Jaaskelainen J. ', u'Jarvis M.', u'Maiga M.', u'McCartney G.', u'Noble M.', u'Nolan K.', u'Tomkins J.']","[u'Amorebieta F.', u'Bent D.', u'Duff D.', u'Hughes A.', u'Kasami P.', u'Parker S.', u'Richardson K.', u'Sidwell S.', u'Stekelenburg M. ', u'Taarabt A.', u'Zverotic E.']","[u'Adrian', u'Cole C.', u'Cole J.', u'Collison J.', u'Morrison R.', u""O'Brien J."", u'Taylor M.']","[u'Boateng D.', u'Dembele M.', u'Kacaniklic A.', u'Karagounis G.', u'Ruiz B.', u'Senderos P.', u'Stockdale D.']","[(u'Cole C.', u'Maiga M.'), (u'Dembele M.', u'Richardson K.'), (u'Cole J.', u'Jarvis M.'), (u'Karagounis G.', u'Sidwell S.'), (u'Morrison R.', u'Nolan K.'), (u'Ruiz B.', u'Duff D.')]",Allardyce S.,Jol M.
Stoke City,Crystal Palace,8/24/2013,W,2,1,,,Bet365 Stadium (Stoke on Trent),0.5,0.5,14,14,5,5,5,7,,,6,14,7,0,1,0,4,3,14,6,3,0,4 - 1 - 4 - 1,4 - 5 - 1,"[u'Adam C.', u'Begovic A. ', u'Cameron G.', u'Crouch P.', u'Etherington M.', u'Huth R.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R.', u'Walters J.', u'Wilson M.']","[u'Campana J.', u'Chamakh M.', u'Delaney D.', u'Dikgacoi K.', u'Gabbidon D.', u'Gayle D.', u'Jedinak M.', u'Moxey D.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Jerome C.', u'Jones K.', u'Muniesa M.', u'Pennant J.', u'Sorensen T.', u'Whelan G.', u'Wilkinson A.']","[u'Alexander N.', u'Dobbie S.', u'Garvan O.', u'Phillips K.', u'Ramage P.', u'Wilbraham A.', u'Williams J.']","[(u'Jerome C.', u'Crouch P.'), (u'Garvan O.', u'Campana J.'), (u'Pennant J.', u'Etherington M.'), (u'Phillips K.', u'Puncheon J.'), (u'Whelan G.', u'Adam C.'), (u'Williams J.', u'Chamakh M.')]",,
Fulham,Manchester City,12/21/2013,L,2,4,Friend K. (Eng),,Craven Cottage (London),0.46,0.54,12,17,5,10,3,3,,,17,11,4,4,4,2,6,3,7,15,1,1,4 - 3 - 3,4 - 4 - 2,"[u'Dejagah A.', u'Hughes A.', u'Karagounis G.', u'Parker S. ', u'Richardson K.', u'Riether S.', u'Riise J. A.', u'Senderos P.', u'Sidwell S.', u'Stekelenburg M. ', u'Taarabt A.']","[u'Clichy G.', u'Demichelis M.', u'Dzeko E.', u'Fernandinho', u'Hart J. ', u'Kolarov A.', u'Kompany V. ', u'Nasri S.', u'Negredo A.', u'Silva D.', u'Toure Y.']","[u'Amorebieta F.', u'Bent D.', u'Duff D.', u'Kacaniklic A.', u'Kasami P.', u'Ruiz B.', u'Stockdale D.']","[u'Boyata D.', u'Garcia J.', u'Guidetti J.', u'Milner J.', u'Navas J.', u'Pantilimon C.', u'Rodwell J.']","[(u'Amorebieta F.', u'Senderos P.'), (u'Bent D.', u'Karagounis G.'), (u'Garcia J.', u'Silva D.'), (u'Milner J.', u'Nasri S.'), (u'Kasami P.', u'Dejagah A.'), (u'Navas J.', u'Dzeko E.')]",Meulensteen R.,Pellegrini M.
Manchester City,Arsenal,12/14/2013,W,6,3,Atkinson M. (Eng),,Etihad Stadium (Manchester),0.53,0.47,22,12,7,6,11,5,,,9,13,8,8,2,4,3,1,12,6,2,1,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Aguero S.', u'Clichy G.', u'Demichelis M.', u'Fernandinho', u'Kompany V. ', u'Nasri S.', u'Negredo A.', u'Pantilimon C. ', u'Silva D.', u'Toure Y.', u'Zabaleta P.']","[u'Flamini M.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sagna B.', u'Szczesny W. ', u'Walcott T.', u'Wilshere J.']","[u'Dzeko E.', u'Garcia J.', u'Hart J.', u'Kolarov A.', u'Lescott J.', u'Milner J.', u'Navas J.']","[u'Arteta M.', u'Bendtner N.', u'Cazorla S.', u'Fabianski L.', u'Gnabry S.', u'Rosicky T.', u'Vermaelen T.']","[(u'Garcia J.', u'Nasri S.'), (u'Bendtner N.', u'Giroud O.'), (u'Gnabry S.', u'Flamini M.'), (u'Milner J.', u'Silva D.'), (u'Navas J.', u'Aguero S.'), (u'Vermaelen T.', u'Koscielny L.')]",Pellegrini M.,Wenger A.
Fulham,West Ham,1/1/2014,W,2,1,Clattenburg M. (Eng),,Craven Cottage (London),0.68,0.32,30,11,11,3,9,5,,,9,11,12,4,4,4,2,9,6,5,2,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Amorebieta F.', u'Berbatov D.', u'Duff D.', u'Parker S. ', u'Richardson K.', u'Riether S.', u'Riise J. A.', u'Senderos P.', u'Sidwell S.', u'Stockdale D. ', u'Taarabt A.']","[u'Collison J.', u'Demel G.', u'Diame M.', u'Diarra A.', u'Jaaskelainen J. ', u'Maiga M.', u'McCartney G.', u'Noble M.', u'Nolan K. ', u""O'Brien J."", u'Taylor M.']","[u'Bent D.', u'Bettinelli M.', u'Dejagah A.', u'Dembele M.', u'Hughes A.', u'Kacaniklic A.', u'Kasami P.']","[u'Adrian', u'Cole C.', u'Cole J.', u'Downing S.', u'Jarvis M.', u'Potts D.', u'Rat R.']","[(u'Bent D.', u'Taarabt A.'), (u'Cole C.', u'Maiga M.'), (u'Downing S.', u'Diame M.'), (u'Kacaniklic A.', u'Richardson K.'), (u'Kasami P.', u'Duff D.'), (u'Rat R.', u'Noble M.')]",Meulensteen R.,Allardyce S.
West Ham,Norwich,2/11/2014,W,2,0,Oliver M. (Eng),,Boleyn Ground (London),0.48,0.52,12,13,7,6,4,4,,,16,14,5,5,2,0,6,5,12,16,1,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Adrian ', u'Cole C.', u'Collins J.', u'Demel G.', u'Downing S.', u'Jarvis M.', u'McCartney G.', u'Noble M.', u'Nolan K. ', u'Taylor M.', u'Tomkins J.']","[u'Bassong S. ', u'Fer L.', u'Hooper G.', u'Johnson B.', u'Martin R.', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Snodgrass R.', u'Tettey A.', u'Yobo J.']","[u'Armero P.', u'Borriello M.', u'Collison J.', u'Diame M.', u'Jaaskelainen J. ', u'Nocerino A.', u'Reid W.']","[u'Bunn M. ', u'Elmander J.', u'Garrido J.', u'Hoolahan W.', u'Pilkington A.', u'van Wolfswinkel R.', u'Whittaker S.']","[(u'Borriello M.', u'Cole C.'), (u'Elmander J.', u'Hooper G.'), (u'Diame M.', u'Jarvis M.'), (u'Pilkington A.', u'Redmond N.'), (u'Nocerino A.', u'Taylor M.'), (u'van Wolfswinkel R.', u'Tettey A.')]",Allardyce S.,Hughton C.
Manchester City,Aston Villa,5/7/2014,W,4,0,Oliver M. (Eng),,Etihad Stadium (Manchester),0.73,0.27,18,5,9,0,5,2,,,7,11,7,2,3,0,0,5,8,9,1,2,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Demichelis M.', u'Dzeko E.', u'Garcia J.', u'Hart J. ', u'Kolarov A.', u'Kompany V. ', u'Milner J.', u'Nasri S.', u'Silva D.', u'Toure Y.', u'Zabaleta P.']","[u'Baker N.', u'Bertrand R.', u'Bowery J.', u'Clark C.', u'Delph F.', u'El Ahmadi K.', u'Guzan B. ', u'Lowton M.', u'Vlaar R. ', u'Weimann A.', u'Westwood A.']","[u'Clichy G.', u'Jovetic S.', u'Lescott J.', u'Negredo A.', u'Pantilimon C. ', u'Richards M.', u'Fernandinho']","[u'Bacuna L.', u'Grealish J.', u'Holt G.', u'Robinson C.', u'Steer J. ', u'Sylla Y.', u'Tonev A.']","[(u'Bacuna L.', u'Bowery J.'), (u'Jovetic S.', u'Milner J.'), (u'Grealish J.', u'Bertrand R.'), (u'Negredo A.', u'Dzeko E.'), (u'Robinson C.', u'Clark C.'), (u'Fernandinho', u'Silva D.')]",Pellegrini M.,Lambert P.
