home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Norwich,Chelsea,3/1/2016,L,1,2,Mason L. (Eng),27091,Carrow Road (Norwich),0.47,0.53,13,10,2,2,7,4,4,4,7,20,4,4,3,2,0,1,17,5,3,2,5 - 4 - 1,4 - 2 - 3 - 1,"[u'Bennett R.', u'Brady R.', u'Hoolahan W.', u'Howson J.', u'Jerome C.', u'Klose T.', u'Martin R. ', u'Pinto I.', u'Redmond N.', u'Ruddy J. ', u'Tettey A.']","[u'Azpilicueta C.', u'Cahill G.', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Hazard E.', u'Ivanovic B. ', u'Kenedy', u'Matic N.', u'Oscar', u'Traore B.']","[u'Dorrans G.', u'Jarvis M.', u'Mbokani D.', u'Mulumbu Y.', u'Olsson Mart.', u""O'Neil G."", u'Rudd D. ']","[u'Baba Rahman A.', u'Begovic A. ', u'Willian', u'Loftus-Cheek R.', u'Mikel J. O.', u'Pato', u'Remy L.']","[(u'Baba Rahman A.', u'Kenedy R.'), (u'Mbokani D.', u'Bennett R.'), (u'Willian', u'Traore B.'), (u'Mikel J. O.', u'Oscar'), (u""O'Neil G."", u'Tettey A.')]",Neil A.,Hiddink G.
Everton,Arsenal,3/19/2016,L,0,2,Clattenburg M. (Eng),39270,Goodison Park (Liverpool),0.54,0.46,8,11,2,3,5,4,1,4,13,7,7,5,1,3,1,2,7,10,,,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Baines L.', u'Barkley R.', u'Besic M.', u'Cleverley T.', u'Coleman S.', u'Jagielka P. ', u'Lennon A.', u'Lukaku R.', u'McCarthy J.', u'Mori R.', u'Robles J. ']","[u'Bellerin H.', u'Coquelin F.', u'Elneny M.', u'Gabriel', u'Iwobi A.', u'Koscielny L. ', u'Monreal N.', u'Ospina D. ', u'Ozil M.', u'Sanchez A.', u'Welbeck D.']","[u'Deulofeu G.', u'Galloway B.', u'Howard T. ', u'Kone A.', u'Niasse O. B.', u'Osman L.', u'Stones J.']","[u'Campbell J.', u'Chambers C.', u'Gibbs K.', u'Giroud O.', u'Macey M. ', u'Mertesacker P.', u'Walcott T.']","[(u'Deulofeu G.', u'Barkley R.'), (u'Chambers C.', u'Iwobi A.'), (u'Gibbs K.', u'Ozil M.'), (u'Giroud O.', u'Welbeck D.'), (u'Stones J.', u'Besic M.')]",Martinez R.,Wenger A.
Bournemouth,Leicester,8/29/2015,D,1,1,Swarbrick N. (Eng),11155,Dean Court (Bournemouth),0.56,0.44,5,4,2,2,0,2,3,0,20,9,4,4,1,1,1,1,9,19,2,4,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Elphick T. ', u'Francis S.', u'Gradel M.', u""O'Kane E."", u'Ritchie M.', u'Surman A.', u'Tomlin L.', u'Wilson C.']","[u'Albrighton M.', u'De Laet R.', u'Drinkwater D.', u'Huth R.', u'Kante N.', u'King A.', u'Mahrez R.', u'Morgan W. ', u'Schlupp J.', u'Schmeichel K. ', u'Vardy J.']","[u'Distin S.', u'Federici A. ', u'Kermorgant Y.', u'MacDonald S.', u'Mings T.', u'Pugh M.', u'Smith A.']","[u'Benalouane Y.', u'Dodoo J.', u'Fuchs Ch.', u'Inler G.', u'Okazaki S.', u'Schwarzer M. ', u'Ulloa L.']","[(u'Benalouane Y.', u'De Laet R.'), (u'Dodoo J.', u'Albrighton M.'), (u'Mings T.', u'Daniels C.)(Smith A.'), (u'Okazaki S.', u'Mahrez R.'), (u'Pugh M.', u'Gradel M.'), (u'Smith A.', u'Mings T.')]",Howe E.,Ranieri C.
Everton,Manchester City,8/23/2015,L,0,2,Taylor A. (Eng),38523,Goodison Park (Liverpool),0.45,0.55,10,16,1,9,5,3,4,4,9,8,8,7,3,2,7,1,5,7,0,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Barkley R.', u'Barry G.', u'Cleverley T.', u'Coleman S.', u'Galloway B.', u'Howard T. ', u'Jagielka P. ', u'Kone A.', u'Lukaku R.', u'McCarthy J.', u'Stones J.']","[u'Aguero S.', u'Fernandinho', u'Hart J. ', u'Kolarov A.', u'Kompany V. ', u'Mangala E.', u'Navas J.', u'Sagna B.', u'Silva D.', u'Sterling R.', u'Toure Y.']","[u'Besic M.', u'Browning T.', u'Deulofeu G.', u'Mirallas K.', u'Naismith S.', u'Osman L.', u'Robles J. ']","[u'Bony W.', u'Caballero W. ', u'Delph F.', u'Demichelis M.', u'Denayer J.', u'Iheanacho K.', u'Nasri S.']","[(u'Bony W.', u'Aguero S.'), (u'Browning T.', u'Galloway B.'), (u'Deulofeu G.', u'Cleverley T.'), (u'Delph F.', u'Silva D.'), (u'Naismith S.', u'Kone A.'), (u'Nasri S.', u'Sterling R.')]",Martinez R.,Pellegrini M.
West Ham,Everton,11/7/2015,D,1,1,Tierney P. (Eng),34977,Boleyn Ground (London),0.51,0.49,16,13,5,4,8,6,3,3,13,13,3,5,2,1,3,4,11,12,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Adrian ', u'Carroll A.', u'Cresswell A.', u'Jenkinson C.', u'Kouyate C.', u'Lanzini M.', u'Moses V.', u'Noble M. ', u'Payet D.', u'Reid W.', u'Tomkins J.']","[u'Barkley R.', u'Barry G. ', u'Coleman S.', u'Deulofeu G.', u'Galloway B.', u'Howard T. ', u'Kone A.', u'Lukaku R.', u'McCarthy J.', u'Mori R.', u'Stones J.']","[u'Antonio M.', u'Cullen J.', u'Jelavic N.', u'Ogbonna A.', u'Randolph D. ', u'Valencia E.', u'Zarate M.']","[u'Gibson D.', u'Holgate M.', u'Lennon A.', u'Mirallas K.', u'Naismith S.', u'Osman L.', u'Robles J. ']","[(u'Jelavic N.', u'Carroll A.'), (u'Lennon A.', u'Deulofeu G.'), (u'Mirallas K.', u'Kone A.'), (u'Valencia E.', u'Payet D.)(Zarate M.'), (u'Zarate M.', u'Valencia E.')]",Bilic S.,Martinez R.
Arsenal,Manchester United,10/4/2015,W,3,0,Taylor A. (Eng),60084,Emirates Stadium (London),0.38,0.62,12,9,5,5,5,3,2,1,20,10,3,6,2,3,5,2,8,17,1,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Bellerin H.', u'Cazorla S.', u'Cech P. ', u'Coquelin F.', u'Gabriel', u'Mertesacker P. ', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Blind D.', u'Carrick M.', u'Darmian M.', u'de Gea D. ', u'Depay M.', u'Martial A.', u'Mata', u'Rooney W. ', u'Schweinsteiger B.', u'Smalling C.', u'Young A.']","[u'Campbell J.', u'Chambers C.', u'Debuchy M.', u'Gibbs K.', u'Giroud O.', u'Ospina D. ', u'Oxlade-Chamberlain A.']","[u'Fellaini M.', u'Jones P.', u'McNair P.', u'Romero S. ', u'Schneiderlin M.', u'Valencia A.', u'Wilson J.']","[(u'Fellaini M.', u'Depay M.'), (u'Gibbs K.', u'Sanchez A.'), (u'Giroud O.', u'Walcott T.'), (u'Valencia A.', u'Darmian M.'), (u'Oxlade-Chamberlain A.', u'Ozil M.'), (u'Wilson J.', u'Mata J.')]",Wenger A.,van Gaal L.
Swansea,Norwich,3/5/2016,W,1,0,Pawson C. (Eng),20929,Liberty Stadium (Swansea),0.56,0.44,10,8,3,3,5,3,2,2,18,17,5,0,3,3,3,2,14,15,2,5,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Ayew A.', u'Britton L.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Paloschi A.', u'Rangel A.', u'Routledge W.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Brady R.', u'Hoolahan W.', u'Howson J.', u'Jerome C.', u'Klose T.', u'Martin R. ', u'Naismith S.', u""O'Neil G."", u'Pinto I.', u'Redmond N.', u'Ruddy J. ']","[u'Amat J.', u'Barrow M.', u'Fer L.', u'Gomis B.', u'Montero J.', u'Naughton K.', u'Nordfeldt K. ']","[u'Bamford P.', u'Bennett R.', u'Dorrans G.', u'Jarvis M.', u'Mbokani D.', u'Mulumbu Y.', u'Rudd D. ']","[(u'Bamford P.', u'Naismith S.'), (u'Barrow M.', u'Paloschi A.'), (u'Bennett R.', u'Brady R.'), (u'Fer L.', u'Britton L.'), (u'Gomis B.', u'Ayew A.'), (u'Mbokani D.', u'Jerome C.')]",Guidolin F.,Neil A.
Southampton,Swansea,9/26/2015,W,3,1,East R. (Eng),30704,St. Mary's Stadium (Southampton),0.44,0.56,18,11,7,4,8,4,3,3,16,23,4,3,6,3,3,4,18,14,3,1,4 - 2 - 3 - 1,4 - 3 - 2 - 1,"[u'Bertrand R.', u'Cedric A.', u'Davis S.', u'Fonte J. ', u'Mane S.', u'Pelle G.', u'Stekelenburg M. ', u'Tadic D.', u'van Dijk V.', u'Wanyama V.', u'Ward-Prowse J.']","[u'Ayew A.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Naughton K.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Davis K. ', u'Juanmi', u'Long S.', u'Martina C.', u'Rodriguez J.', u'Romeu O.', u'Yoshida M.']","[u'Bartley K.', u'Britton L.', u'Eder', u'Montero J.', u'Nordfeldt K. ', u'Rangel A.', u'Routledge W.']","[(u'Juanmi', u'Mane S.'), (u'Britton L.', u'Shelvey J.'), (u'Eder', u'Gomis B.'), (u'Montero J.', u'Cork J.'), (u'Rodriguez J.', u'Tadic D.'), (u'Romeu O.', u'Davis S.')]",Koeman R.,Monk G.
Aston Villa,Southampton,4/23/2016,L,2,4,Swarbrick N. (Eng),29729,Villa Park (Birmingham),0.42,0.58,15,17,6,7,7,6,2,4,12,9,6,11,0,4,3,4,8,9,2,0,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Ayew J.', u'Bacuna L.', u'Cissokho A.', u'Gueye I.', u'Guzan B. ', u'Hutton A.', u'Lescott J.', u'Richards M. ', u'Sanchez C.', u'Sinclair S.', u'Westwood A.']","[u'Bertrand R.', u'Cedric A.', u'Davis S.', u'Fonte J. ', u'Forster F. ', u'Long S.', u'Rodriguez J.', u'Romeu O.', u'Tadic D.', u'van Dijk V.', u'Wanyama V.']","[u'Bunn M. ', u'Gestede R.', u'Gil C.', u'Grealish J.', u'Lyden J.', u'Toner K.', u'Veretout J.']","[u'Clasie J.', u'Mane S.', u'Martina C.', u'Pelle G.', u'Stekelenburg M. ', u'Ward-Prowse J.', u'Yoshida M.']","[(u'Clasie J.', u'Wanyama V.'), (u'Gestede R.', u'Ayew J.'), (u'Mane S.', u'Rodriguez J.'), (u'Grealish J.', u'Sanchez C.'), (u'Toner K.', u'Richards M.')]",Black E.,Koeman R.
Chelsea,Stoke City,3/5/2016,D,1,1,Clattenburg M. (Eng),41381,Stamford Bridge (London),0.48,0.52,20,16,7,5,8,7,5,4,14,11,8,4,3,4,4,6,9,10,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Azpilicueta C.', u'Baba Rahman A.', u'Cahill G.', u'Courtois T. ', u'Hazard E.', u'Ivanovic B. ', u'Matic N.', u'Mikel J. O.', u'Oscar', u'Traore B.', u'Willian']","[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Diouf M.', u'Imbula G.', u'Muniesa M.', u'Pieters E.', u'Shaqiri X.', u'Whelan G. ', u'Wollscheid P.']","[u'Begovic A. ', u'Clarke-Salter J.', u'Fabregas C.', u'Loftus-Cheek R.', u'Miazga M.', u'Pato', u'Remy L.']","[u'Crouch P.', u'Haugaard J. ', u'Ireland S.', u'Krkic B.', u'Joselu', u'Teixeira', u'Walters J.']","[(u'Fabregas C.', u'Matic N.'), (u'Ireland S.', u'Arnautovic M.'), (u'Loftus-Cheek R.', u'Hazard E.'), (u'Krkic B.', u'Whelan G.'), (u'Joselu', u'Diouf M.'), (u'Remy L.', u'Traore B.')]",Hiddink G.,Hughes M
Tottenham,Sunderland,1/16/2016,W,4,1,Dean M. (Eng),35854,White Hart Lane (London),0.68,0.32,26,5,11,2,9,2,6,1,15,9,11,3,1,3,1,7,8,13,0,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Trippier K.', u'Vertonghen J.']","[u'Brown W.', u'Cattermole L.', u'Defoe J.', u'Graham D.', u'Johnson A.', u'Jones B.', u'Lens J.', u""M'Vila Y."", u""O'Shea J. "", u'Pickford J. ', u'van Aanholt P.']","[u'Carroll T.', u'Chadli N.', u'Davies B.', u'Onomah J.', u'Son Heung-Min', u'Vorm M. ', u'Wimmer K.']","[u'Borini F.', u'Coates S.', u'Fletcher S.', u'Kirchhoff J.', u'Mannone V. ', u'Rodwell J.', u'Watmore D.']","[(u'Carroll T.', u'Dembele M.'), (u'Onomah J.', u'Lamela E.'), (u'Kirchhoff J.', u'Graham D.'), (u'Son Heung-Min', u'Kane H.'), (u'Rodwell J.', u'Cattermole L.'), (u'Watmore D.', u'Lens J.')]",Pochettino M.,Allardyce S.
Bournemouth,Norwich,1/16/2016,W,3,0,Madley R. (Eng),11065,Dean Court (Bournemouth),0.46,0.54,14,10,7,3,6,3,1,4,16,9,5,3,1,4,3,4,8,13,1,1,4 - 1 - 4 - 1,4 - 4 - 1 - 1,"[u'Afobe B.', u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Gosling D.', u'Pugh M.', u'Smith A.', u'Stanislas J.', u'Surman A.']","[u'Bassong S.', u'Bennett R.', u'Brady R.', u'Hoolahan W.', u'Howson J.', u'Jarvis M.', u'Martin R. ', u'Mbokani D.', u'Odjidja-Ofoe V.', u'Rudd D. ', u'Tettey A.']","[u'Distin S.', u'Federici A. ', u'Iturbe J.', u'Kermorgant Y.', u'MacDonald S.', u'Murray G.', u""O'Kane E.""]","[u'Dorrans G.', u'Jerome C.', u'Mulumbu Y.', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Wisdom A.']","[(u'Dorrans G.', u'Hoolahan W.'), (u'Jerome C.', u'Jarvis M.'), (u'Kermorgant Y.', u'Gosling D.'), (u'Redmond N.', u'Odjidja-Ofoe V.'), (u'Murray G.', u'Afobe B.'), (u""O'Kane E."", u'Arter H.')]",Howe E.,Neil A.
Manchester City,Leicester,2/6/2016,L,1,3,Taylor A. (Eng),54693,Etihad Stadium (Manchester),0.66,0.34,22,14,4,7,12,5,6,2,16,10,11,4,1,1,4,3,9,15,2,2,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Aguero S.', u'Delph F.', u'Demichelis M.', u'Fernandinho', u'Hart J. ', u'Kolarov A.', u'Otamendi N.', u'Silva D.', u'Sterling R.', u'Toure Y. ', u'Zabaleta P.']","[u'Albrighton M.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.']","[u'Caballero W. ', u'Celina B.', u'Clichy G.', u'Garcia A.', u'Iheanacho K.', u'Fernando', u'Sagna B.']","[u'Chilwell B.', u'Dyer N.', u'Gray D.', u'King A.', u'Schwarzer M. ', u'Ulloa L.', u'Wasilewski M.']","[(u'Celina B.', u'Silva D.'), (u'Dyer N.', u'Albrighton M.'), (u'Gray D.', u'Mahrez R.'), (u'Iheanacho K.', u'Delph F.'), (u'Fernando', u'Toure Y.'), (u'Ulloa L.', u'Okazaki S.')]",Pellegrini M.,Ranieri C.
Sunderland,Everton,5/11/2016,W,3,0,Taylor A. (Eng),46454,Stadium of Light (Sunderland),0.38,0.62,13,17,7,6,3,5,3,6,8,17,5,5,2,1,6,4,15,7,1,0,4 - 1 - 4 - 1,4 - 2 - 3 - 1,"[u'Borini F.', u'Cattermole L. ', u'Defoe J.', u'Kaboul Y.', u'Khazri W.', u'Kirchhoff J.', u'Kone L.', u'Mannone V. ', u""M'Vila Y."", u'van Aanholt P.', u'Yedlin D.']","[u'Baines L.', u'Barkley R.', u'Barry G. ', u'Cleverley T.', u'Lukaku R.', u'McCarthy J.', u'Mirallas K.', u'Mori R.', u'Pennington M.', u'Robles J. ', u'Stones J.']","[u'Jones B.', u'Larsson S.', u""N'Doye D."", u""O'Shea J."", u'Pickford J. ', u'Rodwell J.', u'Watmore D.']","[u'Besic M.', u'Gibson D.', u'Howard T. ', u'Lennon A.', u'Niasse O. B.', u'Osman L.', u'Oviedo B.']","[(u'Larsson S.', u'Kirchhoff J.'), (u""O'Shea J."", u'Cattermole L.'), (u'Lennon A.', u'Barkley R.'), (u'Osman L.', u'Cleverley T.'), (u'Watmore D.', u'Khazri W.')]",Allardyce S.,Martinez R.
Swansea,West Ham,12/20/2015,D,0,0,Mason L. (Eng),20661,Liberty Stadium (Swansea),0.73,0.27,21,11,2,2,8,6,11,3,11,9,8,9,4,2,2,2,6,9,0,1,4 - 3 - 3,4 - 1 - 4 - 1,"[u'Ayew A.', u'Britton L.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Rangel A.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Adrian ', u'Antonio M.', u'Collins J.', u'Cresswell A.', u'Jelavic N.', u'Kouyate C.', u'Noble M. ', u'Ogbonna A.', u'Song A.', u'Tomkins J.', u'Zarate M.']","[u'Amat J.', u'Barrow M.', u'Emnes M.', u'Montero J.', u'Naughton K.', u'Nordfeldt K. ', u'Shelvey J.']","[u'Cullen J.', u'Hendrie S.', u'Jenkinson C.', u'Obiang P.', u'Oxford R.', u'Randolph D. ', u'Valencia E.']","[(u'Barrow M.', u'Ayew A.'), (u'Jenkinson C.', u'Antonio M.'), (u'Obiang P.', u'Song A.'), (u'Naughton K.', u'Rangel A.'), (u'Shelvey J.', u'Cork J.'), (u'Valencia E.', u'Zarate M.')]",Curtis A.,Bilic S.
West Ham,Arsenal,4/9/2016,D,3,3,Pawson C. (Eng),34977,Boleyn Ground (London),0.39,0.61,19,10,7,5,7,3,5,2,10,11,7,4,2,1,2,4,11,8,2,0,3 - 4 - 2 - 1,4 - 2 - 3 - 1,"[u'Adrian ', u'Antonio M.', u'Carroll A.', u'Cresswell A.', u'Kouyate C.', u'Lanzini M.', u'Noble M. ', u'Ogbonna A.', u'Payet D.', u'Reid W.', u'Tomkins J.']","[u'Bellerin H.', u'Coquelin F.', u'Elneny M.', u'Gabriel', u'Iwobi A.', u'Koscielny L. ', u'Monreal N.', u'Ospina D. ', u'Ozil M.', u'Sanchez A.', u'Welbeck D.']","[u'Emenike E.', u'Hendrie S.', u'Moses V.', u'Obiang P.', u'Oxford R.', u'Randolph D. ', u'Valencia E.']","[u'Cech P. ', u'Chambers C.', u'Gibbs K.', u'Giroud O.', u'Mertesacker P.', u'Ramsey A.', u'Walcott T.']","[(u'Emenike E.', u'Tomkins J.'), (u'Giroud O.', u'Elneny M.'), (u'Ramsey A.', u'Coquelin F.'), (u'Walcott T.', u'Welbeck D.')]",Bilic S.,Wenger A.
Leicester,Watford,11/7/2015,W,2,1,East R. (Eng),32029,King Power Stadium (Leicester),0.4,0.6,12,8,6,4,4,4,2,0,10,14,4,2,4,1,3,4,10,10,0,1,4 - 4 - 1 - 1,4 - 4 - 2,"[u'Albrighton M.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Schlupp J.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.']","[u'Abdi A.', u'Ake N.', u'Anya I.', u'Britos M.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Ighalo O.', u'Nyom A.', u'Watson B.']","[u'Benalouane Y.', u'Dyer N.', u'Inler G.', u'King A.', u'Okazaki S.', u'Schwarzer M. ', u'Ulloa L.']","[u'Arlauskis G. ', u'Behrami V.', u'Diamanti A.', u'Guedioura A.', u'Holebas J.', u'Paredes J.', u'Prodl S.']","[(u'Dyer N.', u'Mahrez R.'), (u'Diamanti A.', u'Nyom A.'), (u'King A.', u'Drinkwater D.'), (u'Okazaki S.', u'Schlupp J.'), (u'Paredes J.', u'Capoue E.')]",Ranieri C.,Flores Q.
Crystal Palace,Sunderland,11/23/2015,L,0,1,Atkinson M. (Eng),24361,Selhurst Park (London),0.67,0.33,19,11,7,3,8,6,4,2,14,18,11,2,1,3,2,7,18,11,1,3,4 - 2 - 3 - 1,3 - 5 - 2,"[u'Bolasie Y.', u'Cabaye Y.', u'Dann S.', u'Delaney D. ', u'Hennessey W. ', u'McArthur J.', u'Puncheon J.', u'Souare P.', u'Ward J.', u'Wickham C.', u'Zaha W.']","[u'Cattermole L.', u'Coates S.', u'Defoe J.', u'Fletcher S.', u'Jones B.', u'Kaboul Y.', u'Larsson S.', u""M'Vila Y."", u""O'Shea J. "", u'Pantilimon C. ', u'van Aanholt P.']","[u'Bamford P.', u'Chamakh M.', u'Jedinak M.', u'Kelly M.', u'Ledley J.', u'Sako B.', u'Speroni J. ']","[u'Graham D.', u'Johnson A.', u'Lens J.', u'Mannone V. ', u'Toivonen O.', u'Watmore D.', u'Yedlin D.']","[(u'Bamford P.', u'Sako B.'), (u'Graham D.', u'Defoe J.'), (u'Chamakh M.', u'Wickham C.'), (u'Lens J.', u'Fletcher S.'), (u'Sako B.', u'Puncheon J.)(Bamford P.'), (u'Watmore D.', u'Larsson S.')]",Pardew A.,Allardyce S.
Tottenham,Liverpool,10/17/2015,D,0,0,Pawson C. (Eng),35926,White Hart Lane (London),0.48,0.52,13,12,4,3,4,4,5,5,16,17,8,6,2,5,3,4,15,11,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Alli D.', u'Chadli N.', u'Dembele M.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Vertonghen J.', u'Walker K.']","[u'Can E.', u'Clyne N.', u'Coutinho', u'Lallana A.', u'Lucas Leiva', u'Mignolet S. ', u'Milner J. ', u'Moreno A.', u'Origi D.', u'Sakho M.', u'Skrtel M.']","[u'Davies B.', u""N'Jie C."", u'Townsend A.', u'Trippier K.', u'Vorm M. ', u'Wimmer K.', u'Winks H.']","[u'Allen J.', u'Bogdan A. ', u'Ibe J.', u'Randall C.', u'Sinclair J.', u'Teixeira J. C.', u'Toure K.']","[(u'Allen J.', u'Lallana A.'), (u""N'Jie C."", u'Chadli N.'), (u'Townsend A.', u'Lamela E.'), (u'Ibe J.', u'Coutinho')]",Pochettino M.,Klopp J.
Everton,Bournemouth,4/30/2016,W,2,1,Swarbrick N. (Eng),38345,Goodison Park (Liverpool),0.57,0.43,12,16,5,2,4,7,3,7,9,5,3,5,1,1,1,3,4,8,1,0,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Baines L.', u'Barkley R.', u'Besic M.', u'Cleverley T.', u'Gibson D.', u'Howard T. ', u'Lennon A.', u'McCarthy J.', u'Niasse O. B.', u'Pennington M.', u'Stones J.']","[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Elphick T. ', u'Francis S.', u'King J.', u'Pugh M.', u'Ritchie M.', u'Surman A.', u'Wilson C.']","[u'Dowell K.', u'Hibbert T.', u'Lukaku R.', u'Mirallas K.', u'Osman L.', u'Oviedo B.', u'Robles J. ']","[u'Afobe B.', u'Federici A. ', u'Gosling D.', u'Grabban L.', u""O'Kane E."", u'Stanislas J.', u'Wiggins R.']","[(u'Dowell K.', u'Barkley R.'), (u'Afobe B.', u'King J.'), (u'Hibbert T.', u'Besic M.'), (u'Lukaku R.', u'Niasse O. B.'), (u'Grabban L.', u'Wilson C.'), (u'Stanislas J.', u'Pugh M.')]",Martinez R.,Howe E.
Crystal Palace,Norwich,4/9/2016,W,1,0,Oliver M. (Eng),24960,Selhurst Park (London),0.53,0.47,12,13,5,4,5,6,2,3,12,16,10,4,3,2,4,4,13,10,2,1,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Bolasie Y.', u'Cabaye Y.', u'Dann S.', u'Delaney D.', u'Gayle D.', u'Hennessey W. ', u'Jedinak M. ', u'Puncheon J.', u'Sako B.', u'Souare P.', u'Ward J.']","[u'Bennett R.', u'Brady R.', u'Howson J.', u'Jarvis M.', u'Klose T.', u'Mbokani D.', u'Naismith S.', u'Olsson Mart.', u""O'Neil G. "", u'Ruddy J. ', u'Wisdom A.']","[u'Campbell F.', u'Kelly M.', u'Ledley J.', u'Lee Chung-Yong', u'Speroni J. ', u'Wickham C.', u'Zaha W.']","[u'Bamford P.', u'Bassong S.', u'Hoolahan W.', u'Jerome C.', u'Mulumbu Y.', u'Redmond N.', u'Rudd D. ']","[(u'Bamford P.', u'Naismith S.'), (u'Bassong S.', u'Klose T.'), (u'Ledley J.', u'Puncheon J.'), (u'Wickham C.', u'Gayle D.'), (u'Redmond N.', u'Jarvis M.'), (u'Zaha W.', u'Sako B.')]",Pardew A.,Neil A.
Chelsea,West Brom,1/13/2016,D,2,2,Taylor A. (Eng),40945,Stamford Bridge (London),0.62,0.38,14,13,2,6,8,4,4,3,9,14,7,7,1,1,4,0,13,8,3,3,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Azpilicueta C.', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Ivanovic B.', u'Mikel J. O.', u'Oscar', u'Pedro', u'Terry J. ', u'Willian', u'Zouma K.']","[u'Brunt C.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'McAuley G.', u'McClean J.', u'Morrison J.', u'Myhill B. ', u'Olsson J.', u'Rondon S.', u'Yacob C.']","[u'Begovic A. ', u'Cahill G.', u'Kenedy', u'Loftus-Cheek R.', u'Matic N.', u'Ramires', u'Remy L.']","[u'Anichebe V.', u'Berahino S.', u'Chester J.', u'Foster B. ', u'Gardner C.', u'McManaman C.', u'Sessegnon S.']","[(u'Berahino S.', u'Yacob C.'), (u'Kenedy', u'Pedro'), (u'Matic N.', u'Fabregas C.'), (u'Gardner C.', u'Morrison J.'), (u'Sessegnon S.', u'Rondon S.')]",Hiddink G.,Pulis T.
